;user_id;questions_135556_what_is_your_gender;questions_135557_how_old_are_you;LSM_group1;questions_135613_who_do_you_share_your_home_with;questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with;questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply;questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3;questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways;questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily;questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us;questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply;questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply;questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
454;6496991538;Male;35-44;Medium;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep"", ""Stay hydrated"", ""Eat healthily"", ""Stress control methods""]";"[""To live longer"", ""To make the most out of/enjoy life"", ""To manage a health / medical condition""]";"[""Flexitarian: eat meat but control the amount eaten"", ""Halal"", ""Low sugar"", ""Low calorie"", ""Low cholesterol""]";"[""Snacking less often"", ""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Counting / tracking calories""]";Few times a month;"[""Walking"", ""Cycling""]";"[""Have a bath"", ""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Heavy meal"", ""Browsing on my cell phone / tablet"", ""Caffeine""]"
456;3144591274;Male;25-34;High;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Stay hydrated"", ""Make sure I get enough sleep"", ""Eat healthily"", ""Drink lots of water / fluids""]";"[""To improve brain function/ memory"", ""Prevent health conditions in later life"", ""To manage a health / medical condition""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal"", ""Dairy free""]";"[""Shopping at places that have a wide selection of healthy options""]";Less often;;"[""No, none of these""]";"[""Checking emails"", ""Caffeine"", ""Heavy meal""]"
457;5230581200;Female;25-34;Medium;"[""Partner / spouse"", ""Children under 18 years old"", ""Parents""]";5+;"[""Drink lots of water / fluids"", ""Eat healthily"", ""Meditation / positive mindset methods""]";"[""To manage a health / medical condition"", ""To set a good example for my family"", ""To live longer""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Eating out at places that have healthy options available""]";Once a week;"[""Swimming""]";"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Browsing on my cell phone / tablet""]"
459;11799792;Female;18-24;Medium;"[""Friends / Roommates""]";3;"[""Exercise regularly""]";"[""To improve brain function/ memory""]";"[""Low calorie""]";"[""Cooking more meals at home""]";3+ times a week;"[""Cardio / Aerobics / Water aerobics""]";"[""Have a bath""]";"[""Alcohol""]"
463;2650030768;Male;18-24;High;"[""Friends / Roommates""]";5+;"[""Eat healthily"", ""Exercise regularly"", ""Drink lots of water / fluids"", ""Stay hydrated"", ""Make sure I get enough sleep""]";"[""To make the most out of/enjoy life"", ""To support my family"", ""Prevent health conditions in later life""]";"[""Vegetarian: eat no meat or fish""]";"[""Cooking more meals at home"", ""Snacking less often""]";3+ times a week;"[""Cardio / Aerobics / Water aerobics"", ""Walking""]";"[""No, none of these""]";"[""Browsing on my cell phone / tablet"", ""Heavy meal"", ""Caffeine""]"
466;1244309550;Female;45+;Medium;"[""I live alone""]";1;"[""Drink lots of water / fluids""]";"[""To lose / manage my weight""]";"[""Low calorie""]";"[""Watching the size of my portions""]";Few times a month;"[""Walking""]";"[""Have herbal tea""]";"[""Heavy meal""]"
467;922864800;Female;35-44;High;"[""Partner / spouse""]";2;"[""Make sure I get enough sleep"", ""Exercise regularly"", ""Eat healthily""]";"[""To manage a health / medical condition""]";"[""Specific diet - specify"", ""Low / zero carb""]";"[""Checking nutritional value of the food / drink I purchase"", ""Eating dessert less often"", ""Cooking more meals at home"", ""Counting / tracking calories""]";Twice a week;"[""Spinning"", ""Cardio / Aerobics / Water aerobics""]";"[""No, none of these""]";"[""Caffeine""]"
468;1355048175;Female;45+;High;"[""Partner / spouse"", ""Children under 18 years old""]";3;"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods""]";"[""To lose / manage my weight"", ""To improve my sleep"", ""Feeling good about myself""]";"[""Low salt"", ""High protein"", ""Low sugar"", ""Low calorie""]";"[""Watching the size of my portions"", ""Checking nutritional value of the food / drink I purchase"", ""Eating dessert less often"", ""Checking / reading the ingredients in food / drink products""]";Never;;"[""No, none of these""]";"[""Heavy meal"", ""Caffeine""]"
469;5454052611;Female;25-34;High;"[""Parents""]";3;"[""Exercise regularly"", ""Eat healthily"", ""Taking time to relax""]";"[""To live longer"", ""To support my family"", ""To make the most out of/enjoy life""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Counting / tracking calories"", ""Filling half my plate with vegetables"", ""Snacking less often""]";3+ times a week;"[""Cardio / Aerobics / Water aerobics""]";"[""Have warm milk"", ""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Caffeine"", ""Alcohol"", ""Browsing on my cell phone / tablet""]"
471;5648701425;Female;18-24;High;"[""Parents"", ""Other family members""]";4;"[""Stay hydrated"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements"", ""Make sure I get enough sleep"", ""Exercise regularly""]";"[""Feeling good about myself"", ""To manage a health / medical condition"", ""To lose / manage my weight""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Flexitarian: eat meat but control the amount eaten"", ""Low / zero carb""]";"[""Cooking more meals at home"", ""Eating out / ordering takeout less frequently"", ""Shopping at places that have a wide selection of healthy options"", ""Watching the size of my portions"", ""Filling half my plate with vegetables"", ""Snacking less often""]";3+ times a week;"[""Cardio / Aerobics / Water aerobics"", ""Aerobics"", ""Walking""]";"[""Remove screens from bedrooms e.g. TV, cell phone"", ""Have warm milk""]";"[""Heavy meal"", ""Browsing on my cell phone / tablet"", ""Caffeine""]"
472;2030768183;Male;35-44;High;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Take vitamin / other supplements"", ""Taking time to relax"", ""Stay hydrated""]";"[""To set a good example for my family"", ""To support my family"", ""To manage a health / medical condition""]";"[""Low sugar"", ""High protein""]";"[""Eating dessert less often"", ""Eating out / ordering takeout less frequently"", ""Cooking more meals at home"", ""Snacking less often""]";Never;;"[""No, none of these""]";"[""No, none of these""]"
473;2706293985;Male;18-24;Medium;"[""Parents""]";3;"[""Eat healthily"", ""Stress control methods"", ""Stay hydrated"", ""Make sure I get enough sleep"", ""Exercise regularly"", ""Meditation / positive mindset methods"", ""Drink lots of water / fluids"", ""Taking time to relax""]";"[""To improve my sleep"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]";"[""Low cholesterol"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""High protein"", ""Low / zero carb"", ""Dairy free"", ""Low calorie"", ""Low sugar""]";"[""Cooking more meals at home"", ""Filling half my plate with vegetables"", ""Eating out at places that have healthy options available"", ""Snacking less often"", ""Doing a cleanse""]";3+ times a week;"[""Yoga/Pilates"", ""Hiking"", ""Walking"", ""Running"", ""Strength training"", ""Cardio / Aerobics / Water aerobics""]";"[""No, none of these""]";"[""Browsing on my cell phone / tablet"", ""Checking emails"", ""Watching TV"", ""Heavy meal""]"
481;5545100892;Female;45+;Medium;"[""I live alone""]";2;"[""Taking time to relax"", ""Meditation / positive mindset methods"", ""Eat healthily""]";"[""Prevent health conditions in later life"", ""To lose / manage my weight"", ""To manage a health / medical condition""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""High protein"", ""Keto""]";"[""Making an effort to find healthy recipes"", ""Checking nutritional value of the food / drink I purchase"", ""Eating dessert less often"", ""Filling half my plate with vegetables""]";Less often;;"[""Have a bath""]";"[""No, none of these""]"
486;1798006658;Female;35-44;High;"[""Partner / spouse""]";3;"[""Taking time to relax"", ""Meditation / positive mindset methods"", ""Stress control methods"", ""Eat healthily"", ""Exercise regularly"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Stay hydrated"", ""Take vitamin / other supplements""]";"[""To make the most of treats / indulgent moments"", ""To improve brain function/ memory"", ""To support my family""]";"[""High protein"", ""Low sugar"", ""Low cholesterol"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Eating out at places that have healthy options available"", ""Eating dessert less often"", ""Shopping at places that have a wide selection of healthy options"", ""Making an effort to find healthy recipes"", ""Cooking more meals at home"", ""Snacking less often"", ""Checking nutritional value of the food / drink I purchase""]";3+ times a week;"[""Hiking"", ""Yoga/Pilates"", ""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Circuit training/ HIIT"", ""Running"", ""Weights"", ""Cycling"", ""Walking""]";"[""Have herbal tea"", ""Have warm milk""]";"[""Checking emails"", ""Caffeine"", ""Alcohol"", ""Heavy meal""]"
487;5778228820;Male;18-24;Low;"[""Parents""]";3;"[""Exercise regularly""]";"[""To lose / manage my weight"", ""To improve brain function/ memory"", ""Have more energy""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Cooking more meals at home""]";Once a week;"[""Running""]";"[""Have a bath""]";"[""Watching TV""]"
488;4237176;Female;25-34;High;"[""Children under 18 years old"", ""Children over 18 years old"", ""Parents""]";5+;"[""Take vitamin / other supplements"", ""Stress control methods"", ""Meditation / positive mindset methods"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Stay hydrated"", ""Exercise regularly"", ""Taking time to relax"", ""Eat healthily""]";"[""Prevent health conditions in later life"", ""To improve brain function/ memory"", ""To live longer""]";"[""Flexitarian: eat meat but control the amount eaten"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar"", ""Low calorie"", ""Halal"", ""Low salt"", ""Low cholesterol"", ""High protein""]";"[""Checking / reading the ingredients in food / drink products"", ""Making an effort to find healthy recipes"", ""Snacking less often"", ""Counting / tracking calories"", ""Intermittent fasting"", ""Doing a cleanse"", ""Trying to have a variety of colors on my plate"", ""Checking nutritional value of the food / drink I purchase"", ""Eating dessert less often"", ""Watching the size of my portions"", ""Filling half my plate with vegetables"", ""Eating out / ordering takeout less frequently"", ""Shopping at places that have a wide selection of healthy options"", ""Cooking more meals at home"", ""Eating out at places that have healthy options available""]";3+ times a week;"[""Spinning"", ""Hiking"", ""Cardio / Aerobics / Water aerobics"", ""Swimming"", ""Cycling"", ""Running"", ""Walking"", ""Yoga/Pilates"", ""Aerobics""]";"[""Remove screens from bedrooms e.g. TV, cell phone"", ""Take herbal supplements"", ""Have warm milk"", ""Have a bath"", ""Have herbal tea"", ""Meditate""]";"[""Heavy meal"", ""Caffeine""]"
490;3416081526;Male;45+;High;"[""Children over 18 years old"", ""Children under 18 years old"", ""Parents""]";5+;"[""Stay hydrated"", ""Make sure I get enough sleep""]";"[""To set a good example for my family"", ""Have more energy"", ""Feeling good about myself""]";"[""Halal""]";"[""None of the above""]";Never;;"[""Take sleeping tablets""]";"[""No, none of these""]"
493;896357539;Female;46-55;Medium;"[""Partner / spouse""]";;"[""Eat healthily"", ""Taking time to relax"", ""Drink lots of water/fluids"", ""Exercise regularly""]";"[""Have more energy"", ""Prevent health conditions in later life"", ""To lose / manage my weight""]";"[""Low sugar""]";"[""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories""]";Once a week;"[""Cycling"", ""Swimming"", ""Walking""]";"[""No, none of these""]";"[""No, none of these""]"
494;3662451938;Female;45+;Medium;"[""Children over 18 years old""]";4;"[""Drink lots of water / fluids"", ""Stress control methods"", ""Eat healthily"", ""Exercise regularly""]";"[""To manage a health / medical condition"", ""To set a good example for my family"", ""To make the most out of/enjoy life""]";"[""Low / zero carb"", ""Flexitarian: eat meat but control the amount eaten"", ""Low cholesterol""]";"[""Filling half my plate with vegetables"", ""Watching the size of my portions"", ""Trying to have a variety of colors on my plate""]";3+ times a week;"[""Walking"", ""Hiking""]";"[""Have a bath"", ""Have herbal tea""]";"[""Heavy meal"", ""Alcohol"", ""Caffeine""]"
500;30843631;Female;25-34;High;"[""Partner / spouse"", ""Children under 18 years old""]";3;"[""Stress control methods"", ""Make sure I get enough sleep"", ""Take vitamin / other supplements"", ""Taking time to relax"", ""Exercise regularly""]";"[""To improve brain function/ memory"", ""To make the most of treats / indulgent moments"", ""To live longer""]";"[""None of the above""]";"[""Checking / reading the ingredients in food / drink products"", ""Trying to have a variety of colors on my plate"", ""Cooking more meals at home""]";3+ times a week;"[""Walking"", ""Swimming"", ""Cycling"", ""Running""]";"[""Have a bath"", ""Have warm milk"", ""Have a malted milk drink""]";"[""Checking emails"", ""Heavy meal"", ""Caffeine"", ""Alcohol"", ""Watching TV""]"
501;3377316690;Male;45+;Low;"[""Other family members""]";5+;"[""Taking time to relax"", ""Exercise regularly"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep"", ""Stay hydrated"", ""Eat healthily""]";"[""To manage a health / medical condition"", ""Have more energy"", ""Feeling good about myself""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Shopping at places that have a wide selection of healthy options""]";3+ times a week;"[""Cycling"", ""Hiking"", ""Walking"", ""Swimming"", ""Running""]";"[""Have a bath""]";"[""Caffeine""]"
502;3413177510;Male;45+;High;"[""Partner / spouse""]";2;"[""Drink lots of water / fluids"", ""Taking time to relax"", ""Eat healthily"", ""Take vitamin / other supplements""]";"[""Have more energy"", ""To make the most out of/enjoy life"", ""To manage a health / medical condition""]";"[""Halal"", ""Low sugar""]";"[""Watching the size of my portions"", ""Eating dessert less often"", ""Checking / reading the ingredients in food / drink products"", ""Eating out at places that have healthy options available"", ""Shopping at places that have a wide selection of healthy options"", ""Eating out / ordering takeout less frequently"", ""Snacking less often"", ""Cooking more meals at home"", ""Making an effort to find healthy recipes"", ""Filling half my plate with vegetables""]";Never;;"[""Have a bath"", ""Have herbal tea""]";"[""Heavy meal"", ""Caffeine""]"
