,user_id,questions_135556_what_is_your_gender,questions_135557_how_old_are_you,LSM_group1,questions_135613_who_do_you_share_your_home_with,questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with,questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply,questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3,questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways,questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily,questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us,questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply,questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply,questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
423,5763560385.0,Female,18-24,Medium,"[""I live alone""]",1,"[""Eat healthily""]","[""Feeling good about myself"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low salt""]","[""Cooking more meals at home"", ""Snacking less often""]",Once a week,"[""Hiking"", ""Walking""]","[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Heavy meal"", ""Watching TV"", ""Checking emails"", ""Browsing on my cell phone / tablet"", ""Caffeine"", ""Alcohol""]"
424,1957570233.0,Male,18-24,Low,"[""Children under 18 years old""]",5+,"[""Drink lots of water / fluids""]","[""To make the most out of/enjoy life"", ""To improve brain function/ memory"", ""Have more energy""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Gluten / wheat free""]","[""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Shopping at places that have a wide selection of healthy options""]",Once a week,"[""Swimming""]","[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Browsing on my cell phone / tablet""]"
425,946426700.0,Male,18-24,High,"[""Children under 18 years old"", ""Children over 18 years old"", ""Other family members"", ""Parents""]",5+,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements"", ""Stress control methods"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Taking time to relax""]","[""To make the most out of/enjoy life"", ""To improve brain function/ memory"", ""To make the most of treats / indulgent moments""]","[""Low salt"", ""Halal"", ""Low calorie"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar""]","[""Eating out / ordering takeout less frequently"", ""Snacking less often"", ""Shopping at places that have a wide selection of healthy options""]",Less often,,"[""Take herbal supplements"", ""Have a bath"", ""Have herbal tea""]","[""Caffeine"", ""Browsing on my cell phone / tablet"", ""Watching TV""]"
426,3384715880.0,Male,25-34,High,"[""Partner / spouse""]",2,"[""Stay hydrated"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Stress control methods""]","[""Feeling good about myself"", ""To improve brain function/ memory"", ""Have more energy""]","[""None of the above""]","[""Snacking less often""]",3+ times a week,"[""Weights""]","[""Meditate""]","[""Caffeine"", ""Heavy meal"", ""Watching TV""]"
427,742337997.0,Male,45+,High,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements""]","[""To make the most out of/enjoy life"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Halal"", ""Low salt"", ""Low sugar""]","[""Eating dessert less often"", ""Eating out / ordering takeout less frequently""]",Few times a month,"[""Hiking"", ""Walking""]","[""No, none of these""]","[""Heavy meal""]"
428,4301841184.0,Male,18-24,Medium,"[""Parents""]",4,"[""Eat healthily"", ""Taking time to relax"", ""Drink lots of water / fluids""]","[""Feeling good about myself"", ""To improve my sleep"", ""To manage a health / medical condition""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Counting / tracking calories""]",Twice a week,"[""Running""]","[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Browsing on my cell phone / tablet""]"
429,687097989.0,Male,25-34,Low,"[""Parents""]",2,"[""Eat healthily"", ""Drink lots of water / fluids""]","[""To live longer"", ""To improve brain function/ memory"", ""Have more energy""]","[""Vegan: eat no meat, fish, or dairy""]","[""Cooking more meals at home""]",Few times a month,"[""Walking"", ""Weights""]","[""No, none of these""]","[""No, none of these""]"
431,4586234763.0,Female,18-24,High,"[""Parents""]",4,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Stay hydrated""]","[""To make the most out of/enjoy life"", ""To improve brain function/ memory"", ""To improve my sleep""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal""]","[""Snacking less often"", ""Making an effort to find healthy recipes""]",Less often,,"[""No, none of these""]","[""No, none of these""]"
433,3432836851.0,Male,18-24,High,"[""Parents""]",5+,"[""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax""]","[""Feeling good about myself""]","[""Vegetarian: eat no meat or fish""]","[""Shopping at places that have a wide selection of healthy options""]",Twice a week,"[""Swimming"", ""Running"", ""Cycling""]","[""No, none of these""]","[""No, none of these""]"
434,1252904588.0,Male,35-44,High,"[""Partner / spouse""]",3,"[""Eat healthily"", ""Drink lots of water / fluids"", ""Exercise regularly""]","[""Prevent health conditions in later life"", ""To lose / manage my weight"", ""To set a good example for my family""]","[""High protein"", ""Halal"", ""Low calorie"", ""Low / zero carb""]","[""Watching the size of my portions"", ""Eating dessert less often"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Running"", ""Weights""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
435,596878380.0,Female,25-34,High,"[""Other family members"", ""Parents""]",4,"[""Drink lots of water / fluids"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To make the most of treats / indulgent moments""]","[""Low salt"", ""Halal"", ""High protein"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar""]","[""Checking / reading the ingredients in food / drink products"", ""Watching the size of my portions"", ""Cooking more meals at home"", ""Filling half my plate with vegetables"", ""Eating out / ordering takeout less frequently"", ""Trying to have a variety of colors on my plate""]",Once a week,"[""Running"", ""Weights"", ""Walking""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
437,1478280745.0,Other,18-24,Low,"[""Other family members"", ""Parents""]",5+,"[""Stay hydrated"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To lose / manage my weight""]","[""Flexitarian: eat meat but control the amount eaten"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Making an effort to find healthy recipes"", ""Shopping at places that have a wide selection of healthy options"", ""Counting / tracking calories""]",Never,,"[""Meditate""]","[""Browsing on my cell phone / tablet"", ""Checking emails""]"
440,3201394502.0,Male,18-24,High,"[""Parents""]",4,"[""Drink lots of water / fluids"", ""Exercise regularly""]","[""Have more energy"", ""To lose / manage my weight"", ""To make the most of treats / indulgent moments""]","[""Halal""]","[""Shopping at places that have a wide selection of healthy options""]",3+ times a week,"[""Circuit training/ HIIT"", ""Weights"", ""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Running""]","[""Have warm milk""]","[""Heavy meal""]"
441,3408948279.0,Female,18-24,High,"[""I live alone""]",1,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Have more energy"", ""To lose / manage my weight"", ""To improve my sleep""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar""]","[""Checking nutritional value of the food / drink I purchase""]",Twice a week,"[""Yoga/Pilates"", ""Running"", ""Walking"", ""Cycling""]","[""Have a bath""]","[""Browsing on my cell phone / tablet""]"
443,4039058145.0,Female,25-34,Low,"[""Partner / spouse""]",4,"[""Eat healthily"", ""Exercise regularly"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements""]","[""To set a good example for my family"", ""To lose / manage my weight"", ""Prevent health conditions in later life""]","[""Low cholesterol""]","[""Checking nutritional value of the food / drink I purchase""]",Once a week,"[""Walking"", ""Running""]","[""No, none of these""]","[""Browsing on my cell phone / tablet""]"
445,5332610270.0,Male,18-24,Medium,"[""Parents""]",5+,"[""Meditation / positive mindset methods"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Have more energy"", ""To make the most of treats / indulgent moments"", ""To set a good example for my family""]","[""Flexitarian: eat meat but control the amount eaten""]","[""Snacking less often"", ""Eating dessert less often"", ""Filling half my plate with vegetables""]",3+ times a week,"[""Running""]","[""Have warm milk""]","[""Watching TV""]"
447,1158443008.0,Female,25-34,Medium,"[""I live alone""]",1,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Stay hydrated""]","[""Feeling good about myself"", ""To lose / manage my weight"", ""To make the most of treats / indulgent moments""]","[""Low sugar""]","[""Making an effort to find healthy recipes"", ""Cooking more meals at home"", ""Snacking less often"", ""Eating dessert less often"", ""Filling half my plate with vegetables"", ""Eating out / ordering takeout less frequently"", ""Trying to have a variety of colors on my plate""]",Less often,,"[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol"", ""Checking emails""]"
448,6097328985.0,Female,25-34,High,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Eat healthily"", ""Taking time to relax"", ""Take vitamin / other supplements""]","[""To support my family"", ""To manage a health / medical condition"", ""To set a good example for my family""]","[""High protein"", ""Low cholesterol"", ""Low sugar""]","[""Making an effort to find healthy recipes"", ""Cooking more meals at home"", ""Trying to have a variety of colors on my plate""]",Few times a month,"[""Swimming""]","[""No, none of these""]","[""No, none of these""]"
451,5360103864.0,Male,35-44,Medium,"[""Parents""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To live longer"", ""To improve brain function/ memory"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Filling half my plate with vegetables""]",3+ times a week,"[""Running""]","[""Have a bath""]","[""Caffeine""]"
452,3447990182.0,Female,45+,High,"[""Partner / spouse""]",4,"[""Stay hydrated"", ""Taking time to relax"", ""Exercise regularly""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To make the most of treats / indulgent moments""]","[""Como normalmente o que gosto. Não tenho restrinções alimentares.""]","[""Snacking less often"", ""Trying to have a variety of colors on my plate""]",Twice a week,"[""Hiking""]","[""No, none of these""]","[""No, none of these""]"
453,6451649134.0,Male,25-34,Medium,"[""Partner / spouse""]",2,"[""Stay hydrated"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To improve my sleep"", ""Prevent health conditions in later life""]","[""Low calorie"", ""Low cholesterol"", ""Keto"", ""Low sugar"", ""Low / zero carb""]","[""Making an effort to find healthy recipes"", ""Shopping at places that have a wide selection of healthy options"", ""Snacking less often"", ""Eating dessert less often"", ""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate""]",Once a week,"[""Running""]","[""Have a bath"", ""Remove screens from bedrooms e.g. TV, cell phone""]","[""Heavy meal"", ""Watching TV"", ""Checking emails"", ""Browsing on my cell phone / tablet"", ""Caffeine""]"
454,6496991538.0,Male,35-44,Medium,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To live longer"", ""To make the most out of/enjoy life"", ""To manage a health / medical condition""]","[""Flexitarian: eat meat but control the amount eaten"", ""Halal"", ""Low cholesterol"", ""Low calorie"", ""Low sugar""]","[""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories"", ""Snacking less often"", ""Cooking more meals at home""]",Few times a month,"[""Walking"", ""Cycling""]","[""Have a bath"", ""Remove screens from bedrooms e.g. TV, cell phone""]","[""Caffeine"", ""Heavy meal"", ""Browsing on my cell phone / tablet""]"
456,3144591274.0,Male,25-34,High,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Eat healthily""]","[""To improve brain function/ memory"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal"", ""Dairy free""]","[""Shopping at places that have a wide selection of healthy options""]",Less often,,"[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Checking emails""]"
